n_agents,p_rewiring,densify_valence,rewiring_type,uncertainty,n_experiments,mean_degree,true_consensus,convergence_step,agent_type
3519,0.8166935549828908,False,density,0.005551373423899358,429,0.800795680591077,0.39073600454674623,218,bayes
3519,0.8439424333729071,False,density,0.0016213970429735038,4771,0.6786018755328218,0.38306337027564646,190,bayes
3519,0.2219171700150505,False,density,0.019341128153552815,8121,3.4083546462063086,0.5416311452117079,3,bayes
3519,0.21910141104237002,False,density,0.010680561801889744,3152,3.4430235862460927,0.5271383915885195,12,bayes
3519,0.3656335364931027,False,density,0.01054311263236141,698,2.735436203466894,0.45382210855356636,39,bayes
3519,0.610593284390537,False,density,0.0056806653536046105,2191,1.7152600170502983,0.45552713839158854,45,bayes
3519,0.4287677930713347,False,density,0.009140398126717283,7054,2.4830917874396135,0.546462063086104,8,bayes
3519,0.21667848060378436,False,density,0.014086736060410283,6172,3.421994884910486,0.5294117647058824,4,bayes
3519,0.9476697547590434,False,density,0.017475337385654998,5668,0.23074737141233304,0.5186132423984087,4,bayes
3519,0.5576918651283334,False,density,0.001985464255296587,947,1.9119067917021881,0.38334754191531684,609,bayes
3519,0.46816608048544717,False,density,0.02311498682113968,6967,2.314293833475419,0.5487354362034669,3,bayes
3519,0.6472922913461118,False,density,0.02397562032360775,6304,1.5657857345836885,0.5430520034100597,3,bayes
3519,0.35796342843003537,False,density,0.00980620941855307,5586,2.8036373969877806,0.5328218243819267,8,bayes
3519,0.2179559989296923,False,density,0.005807694014879013,2802,3.3833475419153167,0.47030406365444727,34,bayes
3519,0.8442949744918351,False,density,0.0016702448178953571,3693,0.6780335322534811,0.39727195225916456,218,bayes
3519,0.00921922457875246,False,density,0.003977276661316527,9783,4.305768684285308,0.5018471156578573,25,bayes
3519,0.9965249196470128,False,density,0.015389128487860688,5724,0.011366865586814436,0.48792270531400966,4,bayes
3519,0.7422532698218012,False,density,0.010442116365324914,4581,1.1253196930946292,0.5203182722364308,10,bayes
3519,0.6543166464648098,False,density,0.015019443774244995,6210,1.5350951974992895,0.5447570332480819,5,bayes
3519,0.9609168868575874,False,density,0.013772918571371254,1928,0.18130150610969026,0.48053424268258027,10,bayes
3519,0.4068325396371295,False,density,0.010482939896416112,5625,2.5655015629440183,0.5345268542199488,7,bayes
3519,0.551695780884799,False,density,0.00410105519040543,7065,1.9408922989485649,0.481102585961921,23,bayes
3519,0.28148128589053,False,density,0.009602621505501792,1778,3.111111111111111,0.4907644217107133,23,bayes
3519,0.8570123633167406,False,density,0.019298894811643232,9488,0.6325660699062233,0.5314009661835749,3,bayes
3519,0.5482339515481638,False,density,0.023768731726655605,7148,1.9704461494742824,0.5444728616084115,3,bayes
3519,0.5652358192578637,False,density,0.004297097153631439,2820,1.8846263142938335,0.43506678033532253,60,bayes
3519,0.18629442603905222,False,density,0.01619484620137319,5385,3.524296675191816,0.5387894288150042,4,bayes
3519,0.6266831828718484,False,density,0.021788822885349043,4285,1.6317135549872124,0.5484512645637966,4,bayes
3519,0.9624140022891774,False,density,0.023550162475617496,7016,0.17902813299232737,0.507814720090935,3,bayes
3519,0.1492201987209989,False,density,0.023739092049040973,9436,3.707303211139528,0.5501562944018187,3,bayes
3519,0.03156866825755822,False,density,0.021247615867794188,3495,4.211423699914748,0.5564080704745666,4,bayes
3519,0.05147980275591568,False,density,0.008732271145096995,7634,4.1216254617789145,0.5359477124183006,8,bayes
3519,0.6184276453087466,False,density,0.008680549186626843,2500,1.7067348678601875,0.4853651605569764,16,bayes
3519,0.768892127227843,False,density,0.02403267091348268,2241,0.9599317988064792,0.5439045183290707,4,bayes
3519,0.6385766496867703,False,density,0.021611499683572743,6328,1.5396419437340154,0.5325376527422563,3,bayes
3519,0.42792595834353186,False,density,0.009672526845935996,360,2.4899119067917024,0.42028985507246375,80,bayes
3519,0.461831282160829,False,density,0.011921899406194671,4142,2.318272236430804,0.5419153168513783,7,bayes
3519,0.6137325779987962,False,density,0.005838219261963959,7145,1.6413753907360045,0.4992895709008241,15,bayes
3519,0.567083029082593,False,density,0.014894770409103832,950,1.8641659562375674,0.5001420858198352,19,bayes
3519,0.07011797305774015,False,density,0.0231870511529633,4883,4.04774083546462,0.5481670929241261,3,bayes
3519,0.7497238849310345,False,density,0.022158334058635397,3865,1.0883773799374823,0.5510088093208297,4,bayes
3519,0.9253188320240968,False,density,0.021202593086125335,1105,0.31145211707871556,0.4876385336743393,9,bayes
3519,0.2967231477580523,False,density,0.01235389825913135,9290,3.0753054845126457,0.5493037794828076,4,bayes
3519,0.24176984257888745,False,density,0.02289346284399827,5025,3.307757885763001,0.5521454958795112,3,bayes
3519,0.9633769737201784,False,density,0.018622429378276767,5589,0.161409491332765,0.5282750781472009,4,bayes
3519,0.09596638791865797,False,density,0.01626118403534464,325,3.942597328786587,0.46604148905939186,32,bayes
3519,0.22704996394268362,False,density,0.0032309582206262776,5604,3.3600454674623474,0.4532537652742256,59,bayes
3519,0.5359233219437612,False,density,0.008555279275609042,4848,2.0159136118215404,0.5254333617504973,12,bayes
3519,0.40352675300397245,False,density,0.014164030247625473,4667,2.606990622335891,0.5288434214265416,6,bayes
3519,0.0023672056067824965,False,density,0.011517458698195805,2179,4.335890878090367,0.48962773515203184,15,bayes
3519,0.1617919599765032,False,density,0.017123196336452765,9862,3.5970446149474284,0.5490196078431373,3,bayes
3519,0.8149460068772539,False,density,0.02490619879279691,4632,0.7888604717249219,0.5504404660414891,3,bayes
3519,0.2360914828595756,False,density,0.01839781989457951,6798,3.314009661835749,0.5529980107985223,4,bayes
3519,0.7458516719514583,False,density,0.009633189597090735,2112,1.07871554418869,0.4788292128445581,16,bayes
3519,0.865139384941102,False,density,0.022863033376209336,2970,0.5626598465473146,0.5154873543620346,4,bayes
3519,0.5743236654958018,False,density,0.013154604750630305,8770,1.867007672634271,0.5419153168513783,4,bayes
3519,0.595653988249756,False,density,0.0033369847385852146,6944,1.7624325092355784,0.45723216822961066,41,bayes
3519,0.8979755856095282,False,density,0.00509307103914857,9842,0.46717817561807334,0.49957374254049447,15,bayes
3519,0.1925250862032123,False,density,0.016804451304308687,815,3.5316851378232452,0.5038363171355499,16,bayes
3519,0.8799728974405066,False,density,0.022144462102574612,8359,0.5416311452117079,0.5368002273373117,3,bayes
3519,0.1502954530179752,False,density,0.024232332744279075,4069,3.6436487638533674,0.5390736004546747,4,bayes
3519,0.4065755559410781,False,density,0.005307087578458018,8746,2.584825234441603,0.4813867576015914,20,bayes
3519,0.969176126875898,False,density,0.021809555443771028,2291,0.13242398408638817,0.5012787723785166,5,bayes
3519,0.6496168110619662,False,density,0.01837789776241945,6769,1.5578289286729183,0.5319693094629157,3,bayes
3519,0.42061094897802787,False,density,0.00746989390191198,1150,2.474566638249503,0.4546746234725774,49,bayes
3519,0.5776419856700752,False,density,0.0014272059613169691,6025,1.8363171355498722,0.3927252060244388,243,bayes
3519,0.9869268365525775,False,density,0.0019436803906914745,48,0.05569764137539074,0.3185564080704746,7210,bayes
3519,0.5067346191503641,False,density,0.02347363754992847,4265,2.155157715260017,0.5314009661835749,4,bayes
3519,0.18948789715841663,False,density,0.015994500999667413,6303,3.5191815856777495,0.5518613242398409,4,bayes
3519,0.2122343375065494,False,density,0.0015477943410246368,7635,3.4430235862460927,0.43620346689400397,139,bayes
3519,0.07026024962515964,False,density,0.003974272294736189,9968,4.053424268258028,0.4683148621767548,20,bayes
3519,0.049694292545109486,False,density,0.01810808847085042,5564,4.151179312304632,0.533105996021597,4,bayes
3519,0.024261812266511362,False,density,0.00741386568259918,6664,4.231315714691673,0.5115089514066496,10,bayes
3519,0.9237772865038905,False,density,0.02229194131984157,254,0.3205456095481671,0.44387610116510373,26,bayes
3519,0.4587311349048878,False,density,0.015101607713907075,2272,2.373401534526854,0.5106564364876386,9,bayes
3519,0.3852623831608234,False,density,0.009151801810119601,2142,2.6655299801079853,0.48678601875532823,23,bayes
3519,0.382446154501506,False,density,0.02150863962812648,875,2.685990338164251,0.5248650184711566,11,bayes
3519,0.33809145474128155,True,density,0.004245304171888587,2230,2381.731741972151,1.0,2,bayes
3519,0.5776240667274914,True,density,0.02103922727844066,2021,4066.048309178744,1.0,2,bayes
3519,0.6201743090684348,True,density,0.017312522621818448,5796,4365.262858766695,1.0,2,bayes
3519,0.0790728290868673,True,density,0.021085865359789048,2382,560.3665814151748,1.0,2,bayes
3519,0.9739293639672868,True,density,0.007042342096819164,4127,6852.755328218243,1.0,2,bayes
3519,0.8822060835914967,True,density,0.00972247266166745,7636,6207.74992895709,1.0,2,bayes
3519,0.4722456226555787,True,density,0.019258857404458294,9881,3325.0417732310316,1.0,2,bayes
3519,0.9121206260920905,True,density,0.0076026980626958665,1186,6418.143790849673,1.0,2,bayes
3519,0.5406372681726802,True,density,0.019678720990080712,6831,3805.9391872691103,1.0,2,bayes
3519,0.4618341739319629,True,density,0.008154103702204287,775,3251.821540210287,1.0,2,bayes
3519,0.21766965063146027,True,density,0.015618632281508959,9935,1534.945723216823,1.0,2,bayes
3519,0.3005064680243411,True,density,0.021517630104821113,7605,2117.427678317704,1.0,2,bayes
3519,0.6023826857639742,True,density,0.0026093672503623424,6131,4240.159704461495,1.0,2,bayes
3519,0.8302298665481677,True,density,0.00128401999709987,9055,5842.309178743962,1.0,2,bayes
3519,0.22818590030472463,True,density,0.009520896003154582,5183,1608.9019607843138,1.0,2,bayes
3519,0.2181499604396191,True,density,0.013035121874644041,5817,1538.288718385905,1.0,2,bayes
3519,0.35193021513083356,True,density,0.02452948915579429,896,2479.0383631713553,1.0,2,bayes
3519,0.6526346345083366,True,density,0.016579724974631477,2823,4593.4970161977835,1.0,2,bayes
3519,0.41132371698357195,True,density,0.01825599117213119,7830,2896.645637965331,1.0,2,bayes
3519,0.04030472555743747,True,density,0.004508260574445512,2875,287.75390736004545,1.0,2,bayes
3519,0.9202602055480247,True,density,0.0010682588572294867,9189,6475.366865586814,1.0,2,bayes
3519,0.14667056770417009,True,density,0.0012748367395434093,352,1035.7044614947429,1.0,18,bayes
3519,0.03406959863544068,True,density,0.004431470123078485,5084,243.9346405228758,1.0,2,bayes
3519,0.7443921848683906,True,density,0.01922243444448048,3164,5238.674055129298,1.0,2,bayes
3519,0.5709530215758736,True,density,0.0028324331527846756,5025,4019.124751349815,1.0,2,bayes
3519,0.15456897011241,True,density,0.024522043389785197,376,1091.2622904234158,1.0,2,bayes
3519,0.6343878631555737,True,density,0.024598538564762056,8310,4465.203751065644,1.0,2,bayes
3519,0.7053716823355722,True,density,0.023161524241352833,4720,4964.29326513214,1.0,2,bayes
3519,0.8414980981053565,True,density,0.0030411617983214984,6829,5921.523728331912,1.0,2,bayes
3519,0.11321804975899985,True,density,0.015660775762944227,6165,800.4472861608411,1.0,2,bayes
3519,0.42443910776189675,True,density,0.006073401766529639,663,2988.8644501278773,1.0,2,bayes
3519,0.6517606585301665,True,density,0.006536988441594066,5589,4587.3520886615515,1.0,2,bayes
3519,0.6517794982309182,True,density,0.0012732040820777044,9328,4587.450412048877,1.0,2,bayes
3519,0.01110206545497272,True,density,0.01890362021224417,1957,82.41091219096334,1.0,2,bayes
3519,0.6717689312102028,True,density,0.0210103186044066,2105,4728.040352372833,1.0,2,bayes
3519,0.825743013984919,True,density,0.010944339104875155,4177,5810.729184427394,1.0,2,bayes
3519,0.3047612473375019,True,density,0.02491277468831839,5472,2147.3265132139813,1.0,2,bayes
3519,0.22137961440866727,True,density,0.013543725765309815,3102,1561.002557544757,1.0,2,bayes
3519,0.1186864136806125,True,density,0.008457448536465385,3088,838.944018186985,1.0,2,bayes
3519,0.5284633157706152,True,density,0.022320523765299954,2593,3720.3711281614096,1.0,2,bayes
3519,0.8673342019328297,True,density,0.011150989480517619,7608,6103.235009946007,1.0,2,bayes
3519,0.2581912922493943,True,density,0.00830546477846988,3822,1819.8812162546178,1.0,2,bayes
3519,0.4799130899302174,True,density,0.008795178286533128,6890,3378.933788007957,1.0,2,bayes
3519,0.4078235398336807,True,density,0.009992692221062627,7087,2872.009661835749,1.0,2,bayes
3519,0.40807417108926924,True,density,0.02278321598966058,8393,2873.8493890309746,1.0,2,bayes
3519,0.9991217385081033,True,density,0.024285785271781952,2246,7029.899403239557,1.0,2,bayes
3519,0.19573108676845286,True,density,0.011576308129303586,2962,1380.6746234725774,1.0,2,bayes
3519,0.014552741901601718,True,density,0.004950126510066075,6337,106.67576015913612,1.0,3,bayes
3519,0.5822483918342791,True,density,0.017880688123892576,9257,4098.591645353794,1.0,2,bayes
3519,0.6153017414643531,True,density,0.01962321909312886,2796,4331.002557544757,1.0,2,bayes
3519,0.6145264577303935,True,density,0.008636811586171352,5288,4325.52657004831,1.0,2,bayes
3519,0.20649353868398146,True,density,0.015747375432803697,3847,1456.331912475135,1.0,2,bayes
3519,0.4332208699998852,True,density,0.004284009274359939,4230,3050.635976129582,1.0,2,bayes
3519,0.029632689340775564,True,density,0.020516608884654872,1653,212.71270247229327,1.0,2,bayes
3519,0.12204628934689488,True,density,0.022420047452672422,8428,862.5456095481671,1.0,2,bayes
3519,0.15312002655186008,True,density,0.010047821851411582,8945,1081.029269678886,1.0,2,bayes
3519,0.04769214573566094,True,density,0.013100574863476797,7880,339.70218812162545,1.0,2,bayes
3519,0.10898223122043305,True,density,0.01799561150087444,4360,770.6933788007957,1.0,2,bayes
3519,0.11374345614587744,True,density,0.0046786560529091924,1969,804.1534526854219,1.0,2,bayes
3519,0.5525762014154949,True,density,0.003940814472446541,1903,3889.9187269110544,1.0,2,bayes
3519,0.23898980860695507,True,density,0.023377371888872883,8688,1684.8763853367434,1.0,2,bayes
3519,0.7997705660011761,True,density,0.010602105597249119,3873,5628.1261722080135,1.0,2,bayes
3519,0.9499976923902204,True,density,0.021761417330374816,6019,6684.47456663825,1.0,2,bayes
3519,0.35103452877186003,True,density,0.01191541337843912,9286,2472.755896561523,1.0,2,bayes
3519,0.55344077606161,True,density,0.002588744295790537,4441,3895.994884910486,1.0,2,bayes
3519,0.3105755557988218,True,density,0.01302392298342685,5484,2188.228473998295,1.0,2,bayes
3519,0.7739059149169885,True,density,0.005024427400301411,67,5446.226768968457,1.0,2,bayes
3519,0.2685018640678414,True,density,0.015632955199794456,2240,1892.3927252060244,1.0,2,bayes
3519,0.44298586951157726,True,density,0.005827399442403969,2812,3119.2753623188405,1.0,2,bayes
3519,0.4112340876821935,True,density,0.023529845669621803,5699,2896.076157999432,1.0,2,bayes
3519,0.9937562583256647,True,density,0.020074582597154136,9937,6992.176186416596,1.0,2,bayes
3519,0.03516131568543057,True,density,0.014778946578622474,4975,251.59136118215403,1.0,2,bayes
3519,0.28193304578069445,True,density,0.006358635053919264,7331,1986.8400113668656,1.0,2,bayes
3519,0.9021058573358949,True,density,0.017068027174010222,9688,6347.715828360329,1.0,2,bayes
3519,0.9104307407490956,True,density,0.01559364223056153,9196,6406.244955953396,1.0,2,bayes
3519,0.33207791937414033,True,density,0.0029030247546897323,6351,2339.4106280193237,1.0,2,bayes
3519,0.046890222476536514,True,density,0.012750432556924506,1003,334.0835464620631,1.0,2,bayes
3519,0.6460991803778855,True,density,0.01485956395417113,9117,4547.519181585678,1.0,2,bayes
3519,0.5772037572239765,True,density,0.021743581115643475,9839,4063.063938618926,1.0,2,bayes
3519,0.7435285444213144,True,density,0.0032836124509819644,6545,5232.638249502699,1.0,2,bayes
3519,0.8450048739819369,True,density,0.013058803503916722,875,5946.159136118215,1.0,2,bayes
3519,0.05016285877596938,True,density,0.016492370095725618,4125,357.06280193236717,1.0,2,bayes
3519,0.6832884381683271,True,density,0.015702761439812862,1942,4809.042341574311,1.0,2,bayes
3519,0.6952691853515927,True,density,0.018651038874824846,3271,4893.316283034953,1.0,2,bayes
3519,0.03807299392381447,True,density,0.012243689288076655,6188,272.0642227905655,1.0,2,bayes
3519,0.24969537077465787,True,density,0.011317100961347467,1130,1760.125035521455,1.0,2,bayes
3519,0.3245676957962943,True,density,0.006734600450226228,9870,2286.610969025291,1.0,2,bayes
3519,0.4459909671509015,True,density,0.022313868107443006,4678,3140.3893151463485,1.0,2,bayes
3519,0.7085170541600008,True,density,0.01095915814977954,6922,4986.463768115942,1.0,2,bayes
3519,0.6693861599026253,True,density,0.014275131218688907,1307,4711.283887468031,1.0,2,bayes
3519,0.5208880608021788,True,density,0.012303513339030809,4884,3667.097470872407,1.0,2,bayes
3519,0.7568545715261497,True,density,0.007916759606394291,1478,5326.338732594487,1.0,2,bayes
3519,0.9367473494863292,True,density,0.011884144904703416,9853,6591.311167945439,1.0,2,bayes
3519,0.698827636250949,True,density,0.015081495003343291,3568,4918.29326513214,1.0,2,bayes
