n_agents,p_rewiring,uncertainty,n_experiments,rewiring_type,mean_degree,true_consensus,true_consensus_alternative_stop,choice_consensus,convergence_step,agent_type
106,0.3914109077242979,0.005827590132538364,736,hierarchical,4.346689400397841,0.4185848252344416,0.4185848252344416,0.4185848252344416,154,bayes
116,0.3535690333282784,0.002164418639433319,345,hierarchical,4.346689400397841,0.3805058255186132,False,0.38022165387894286,200,bayes
220,0.9759460098165983,0.009405641134257802,32,hierarchical,4.346689400397841,0.398408638817846,False,0.398408638817846,200,bayes
425,0.949563356567416,0.0021519970300627788,704,hierarchical,4.346689400397841,0.39329354930377947,False,0.39329354930377947,200,bayes
468,0.0008937844470633394,0.00558474228048798,737,hierarchical,4.346689400397841,0.42483660130718953,0.42483660130718953,0.42483660130718953,173,bayes
488,0.4348975154781256,0.006272784521355981,104,hierarchical,4.346689400397841,0.38022165387894286,False,0.38022165387894286,200,bayes
485,0.7881739418206513,0.009287852577247499,928,hierarchical,4.346689400397841,0.4498437055981813,0.4498437055981813,0.4498437055981813,52,bayes
208,0.7312926281856476,0.0027602758665445726,894,hierarchical,4.346689400397841,0.39471440750213127,False,0.39471440750213127,200,bayes
419,0.07520903032625259,0.003776335926909097,707,hierarchical,4.346689400397841,0.4131855640807047,False,0.4131855640807047,200,bayes
48,0.8090902432385199,0.002551735746532016,261,hierarchical,4.346689400397841,0.38107416879795397,False,0.3807899971582836,200,bayes
166,0.6940682634876794,0.009467589340490409,392,hierarchical,4.346689400397841,0.43478260869565216,0.43478260869565216,0.43478260869565216,142,bayes
49,0.5143137383884862,0.0028018926022771538,145,hierarchical,4.346689400397841,0.39727195225916456,False,0.3975561238988349,200,bayes
452,0.5963340801667045,0.0062341025337196475,682,hierarchical,4.346689400397841,0.41687979539641945,0.41687979539641945,0.41687979539641945,139,bayes
315,0.20421776910536993,0.0038610636883461523,614,hierarchical,4.346689400397841,0.4106280193236715,False,0.4106280193236715,200,bayes
375,0.1414114459520982,0.0016211380524426102,541,hierarchical,4.346689400397841,0.38988348962773517,False,0.38988348962773517,200,bayes
155,0.30767400335061934,0.008303036621771877,1,hierarchical,4.346689400397841,0.4370559818130151,False,0.4373401534526854,200,bayes
115,0.33696187885923223,0.004015170789258382,6,hierarchical,4.346689400397841,0.4506962205171924,False,0.4512645637965331,200,bayes
452,0.6707992480817204,0.004986225546929041,971,hierarchical,4.346689400397841,0.4180164819551009,0.4180164819551009,0.4180164819551009,194,bayes
284,0.6475973942991129,0.005238078386985331,23,hierarchical,4.346689400397841,0.4089229894856493,False,0.4089229894856493,200,bayes
266,0.392262895842583,0.0037925957436173324,238,hierarchical,4.346689400397841,0.3961352657004831,False,0.3961352657004831,200,bayes
82,0.4608297158739525,0.00613424205782353,779,hierarchical,4.346689400397841,0.4310883773799375,0.4310883773799375,0.4310883773799375,150,bayes
135,0.7279763033851417,0.0038063565700118835,831,hierarchical,4.346689400397841,0.3967036089798238,False,0.3967036089798238,200,bayes
225,0.2111236683603236,0.007919678647576173,612,hierarchical,4.346689400397841,0.43307757885763,0.43307757885763,0.43307757885763,101,bayes
346,0.9141871962482667,0.0041597040095290305,82,hierarchical,4.346689400397841,0.37965331059960217,False,0.37993748223927254,200,bayes
484,0.9016885931898948,0.005930152095997848,87,hierarchical,4.346689400397841,0.39585109406081276,False,0.39585109406081276,200,bayes
197,0.18832803474919935,0.0020737464634023274,824,hierarchical,4.346689400397841,0.3995453253765274,False,0.3995453253765274,200,bayes
151,0.03086046908212181,0.003783132619124294,390,hierarchical,4.346689400397841,0.39641943734015345,False,0.39641943734015345,200,bayes
106,0.731264325151124,0.005533706228389881,390,hierarchical,4.346689400397841,0.40977550440466043,False,0.40977550440466043,200,bayes
282,0.1040604414075984,0.0024412378140423966,213,hierarchical,4.346689400397841,0.3688547882921284,False,0.3688547882921284,200,bayes
338,0.21745122425115793,0.005008313158471763,365,hierarchical,4.346689400397841,0.40380789997158284,False,0.40380789997158284,200,bayes
430,0.7633516148602121,0.00973869040327515,4,hierarchical,4.346689400397841,0.4134697357203751,False,0.41403807899971584,200,bayes
103,0.23420756470807358,0.009784302112400826,63,hierarchical,4.346689400397841,0.39357772094344984,False,0.39357772094344984,200,bayes
33,0.5785565030390523,0.004983626299373815,990,hierarchical,4.346689400397841,0.42739414606422277,0.42739414606422277,0.42739414606422277,153,bayes
488,0.4077956840742567,0.005535751336233043,731,hierarchical,4.346689400397841,0.42739414606422277,0.42739414606422277,0.42739414606422277,178,bayes
158,0.8247078400349986,0.007534518808314559,462,hierarchical,4.346689400397841,0.4222790565501563,0.4222790565501563,0.4222790565501563,155,bayes
300,0.9260518883583971,0.007411145273384689,923,hierarchical,4.346689400397841,0.45410628019323673,0.45410628019323673,0.45410628019323673,74,bayes
434,0.04133585418109498,0.007871276917948786,670,hierarchical,4.346689400397841,0.4310883773799375,0.4310883773799375,0.4310883773799375,95,bayes
315,0.7094825908853855,0.00435845706281153,443,hierarchical,4.346689400397841,0.38761011651037225,False,0.38761011651037225,200,bayes
415,0.9808780255042243,0.005987952025865687,688,hierarchical,4.346689400397841,0.4219948849104859,0.4219948849104859,0.4219948849104859,161,bayes
287,0.8552336174037757,0.008810808706805371,944,hierarchical,4.346689400397841,0.4521170787155442,0.4521170787155442,0.4521170787155442,59,bayes
28,0.5913116584128495,0.0031932435691751923,405,hierarchical,4.346689400397841,0.405512929809605,False,0.405512929809605,200,bayes
479,0.7096344689040427,0.0012975237206299828,69,hierarchical,4.346689400397841,0.4254049445865303,False,0.4251207729468599,200,bayes
71,0.7259605928802277,0.0040905446814045,563,hierarchical,4.346689400397841,0.4083546462063086,False,0.4083546462063086,200,bayes
324,0.8421158130951348,0.0016681537903565323,466,hierarchical,4.346689400397841,0.38903097470872405,False,0.3895993179880648,200,bayes
447,0.012717946030444516,0.006478144381306754,471,hierarchical,4.346689400397841,0.4148905939187269,0.4148905939187269,0.4148905939187269,186,bayes
400,0.020779962208667735,0.00811796637484831,864,hierarchical,4.346689400397841,0.45694799658994034,0.45694799658994034,0.45694799658994034,68,bayes
500,0.21703154007097558,0.0042127237690825475,755,hierarchical,4.346689400397841,0.4234157431088377,False,0.4234157431088377,200,bayes
40,0.29657119148767586,0.009247425829391583,750,hierarchical,4.346689400397841,0.46035805626598464,0.46035805626598464,0.46035805626598464,72,bayes
215,0.6182635688377766,0.00548770802474887,108,hierarchical,4.346689400397841,0.3793691389599318,False,0.3790849673202614,200,bayes
155,0.5899756406348006,0.003575140213762019,812,hierarchical,4.346689400397841,0.39926115373685706,False,0.39926115373685706,200,bayes
329,0.6727264860889108,0.0031793484334258406,399,hierarchical,4.346689400397841,0.3895993179880648,False,0.3895993179880648,200,bayes
184,0.12438927374495568,0.00843694163662302,812,hierarchical,4.346689400397841,0.4549587951122478,0.4549587951122478,0.4549587951122478,80,bayes
339,0.0013133432473102502,0.0061834951539304715,847,hierarchical,4.346689400397841,0.4396135265700483,0.4396135265700483,0.4396135265700483,134,bayes
182,0.23027925313595532,0.006834417200711121,796,hierarchical,4.346689400397841,0.4418868996874112,0.4418868996874112,0.4418868996874112,99,bayes
83,0.9505143406163241,0.0036143634797782317,934,hierarchical,4.346689400397841,0.40238704177323104,False,0.40238704177323104,200,bayes
466,0.5140437820637938,0.0015743591957263162,233,hierarchical,4.346689400397841,0.4083546462063086,False,0.408638817845979,200,bayes
355,0.6048255203905886,0.003003305524281731,992,hierarchical,4.346689400397841,0.40068201193520886,False,0.40068201193520886,200,bayes
388,0.8629322499698897,0.0033185378559144967,427,hierarchical,4.346689400397841,0.38448422847399827,False,0.38448422847399827,200,bayes
67,0.8676409980242179,0.009921355560053718,291,hierarchical,4.346689400397841,0.43336175049730036,0.43336175049730036,0.43336175049730036,142,bayes
233,0.08513663221972878,0.006241554112723023,674,hierarchical,4.346689400397841,0.42483660130718953,0.42483660130718953,0.42483660130718953,135,bayes
419,0.25006516116161304,0.004473814316983741,424,hierarchical,4.346689400397841,0.41403807899971584,False,0.41403807899971584,200,bayes
141,0.5770810455765798,0.006374057312646237,809,hierarchical,4.346689400397841,0.41886899687411194,0.41886899687411194,0.41886899687411194,127,bayes
118,0.46416843188310475,0.0013599158063060468,831,hierarchical,4.346689400397841,0.37396987780619495,False,0.37396987780619495,200,bayes
194,0.10226484230661403,0.00519815439627662,461,hierarchical,4.346689400397841,0.4083546462063086,False,0.4083546462063086,200,bayes
341,0.7464733453573388,0.0038222663891496578,862,hierarchical,4.346689400397841,0.40494458653026427,False,0.40494458653026427,200,bayes
389,0.9659104608685457,0.006825316007781988,920,hierarchical,4.346689400397841,0.4342142654163115,0.4342142654163115,0.4342142654163115,102,bayes
204,0.7527131150993743,0.007139326751796755,334,hierarchical,4.346689400397841,0.4120488775220233,False,0.4120488775220233,200,bayes
451,0.34031366114882466,0.006786470184055412,129,hierarchical,4.346689400397841,0.4012503552145496,False,0.4012503552145496,200,bayes
209,0.504513931924545,0.006192922646303564,954,hierarchical,4.346689400397841,0.4293833475419153,0.4293833475419153,0.4293833475419153,98,bayes
25,0.20294816656545478,0.003980103171659387,803,hierarchical,4.346689400397841,0.41687979539641945,False,0.41687979539641945,200,bayes
176,0.6817457468919323,0.001968798690510954,848,hierarchical,4.346689400397841,0.3961352657004831,False,0.3961352657004831,200,bayes
108,0.10284940434527934,0.006991194775913061,180,hierarchical,4.346689400397841,0.4069337880079568,False,0.4069337880079568,200,bayes
143,0.43217839634690425,0.0023223987100039535,249,hierarchical,4.346689400397841,0.3924410343847684,False,0.3924410343847684,200,bayes
205,0.8128775144759516,0.003263201730338788,989,hierarchical,4.346689400397841,0.3995453253765274,False,0.3995453253765274,200,bayes
226,0.34253501324196567,0.0065881077732513164,284,hierarchical,4.346689400397841,0.39585109406081276,False,0.39585109406081276,200,bayes
156,0.8640773867040121,0.007290924415343745,991,hierarchical,4.346689400397841,0.45268542199488493,0.45268542199488493,0.45268542199488493,77,bayes
348,0.6636327132971654,0.002094709856960375,642,hierarchical,4.346689400397841,0.38192668371696503,False,0.38192668371696503,200,bayes
487,0.6092769430545846,0.008170941891543151,754,hierarchical,4.346689400397841,0.4498437055981813,0.4498437055981813,0.4498437055981813,79,bayes
244,0.9716536936859617,0.006230715262069252,585,hierarchical,4.346689400397841,0.4302358624609264,0.4302358624609264,0.4302358624609264,161,bayes
472,0.9116081650826077,0.004311366784117939,355,hierarchical,4.346689400397841,0.40068201193520886,False,0.40068201193520886,200,bayes
480,0.6827725905392119,0.0023281264077591075,632,hierarchical,4.346689400397841,0.3915885194657573,False,0.3915885194657573,200,bayes
287,0.5636022807192611,0.004175287293496517,683,hierarchical,4.346689400397841,0.39215686274509803,False,0.39215686274509803,200,bayes
414,0.7971467664407261,0.009404408162507698,729,hierarchical,4.346689400397841,0.45410628019323673,0.45410628019323673,0.45410628019323673,59,bayes
393,0.3531377244960373,0.006009685137955468,219,hierarchical,4.346689400397841,0.3927252060244388,False,0.3927252060244388,200,bayes
219,0.23326699659222228,0.0028819143774622626,41,hierarchical,4.346689400397841,0.40494458653026427,False,0.40522875816993464,200,bayes
330,0.47452745511379335,0.005994873394472594,833,hierarchical,4.346689400397841,0.4356351236146633,0.4356351236146633,0.4356351236146633,137,bayes
43,0.9249601508827121,0.00708053212257214,224,hierarchical,4.346689400397841,0.4063654447286161,False,0.4063654447286161,200,bayes
478,0.3971948048309807,0.004074599065081437,159,hierarchical,4.346689400397841,0.39471440750213127,False,0.39499857914180164,200,bayes
149,0.7159255064026532,0.0028099644386516904,828,hierarchical,4.346689400397841,0.4012503552145496,False,0.4012503552145496,200,bayes
383,0.6530597522294921,0.0018873009863146237,342,hierarchical,4.346689400397841,0.38761011651037225,False,0.388178459789713,200,bayes
420,0.6287911867937007,0.0072030110148790065,688,hierarchical,4.346689400397841,0.4475703324808184,0.4475703324808184,0.4475703324808184,131,bayes
15,0.5515336826263295,0.00491800412108983,696,hierarchical,4.346689400397841,0.4151747655583973,False,0.4151747655583973,200,bayes
332,0.8997933473340468,0.006057147415821392,528,hierarchical,4.346689400397841,0.42284739982949704,0.42284739982949704,0.42284739982949704,199,bayes
174,0.41117640168169234,0.006595960424221314,481,hierarchical,4.346689400397841,0.4191531685137823,False,0.4191531685137823,200,bayes
400,0.1848722885562789,0.0021991469732814397,629,hierarchical,4.346689400397841,0.38277919863597615,False,0.38306337027564646,200,bayes
70,0.9877513623653938,0.001082304819020758,845,hierarchical,4.346689400397841,0.4046604148905939,False,0.40522875816993464,200,bayes
466,0.11777002215425658,0.005750290143674107,187,hierarchical,4.346689400397841,0.4040920716112532,False,0.4040920716112532,200,bayes
222,0.36910400635608676,0.00434326628970195,736,hierarchical,4.346689400397841,0.4251207729468599,False,0.4251207729468599,200,bayes
485,0.5980539642628812,0.005942381576637819,729,hierarchical,4.346689400397841,0.42171071327081555,0.42171071327081555,0.42171071327081555,139,bayes
318,0.062351979450086636,0.009411666323601822,874,hierarchical,4.346689400397841,0.47200909349246944,0.47200909349246944,0.47200909349246944,53,bayes
370,0.48816388315713766,0.008631478125276306,492,hierarchical,4.346689400397841,0.43478260869565216,0.43478260869565216,0.43478260869565216,108,bayes
375,0.4697516959194862,0.007467782856607667,962,hierarchical,4.346689400397841,0.443307757885763,0.443307757885763,0.443307757885763,71,bayes
207,0.004861412908739093,0.0010623237790211187,408,hierarchical,4.346689400397841,0.4057971014492754,False,0.4060812730889457,200,bayes
64,0.1809232136772546,0.006868483890624658,813,hierarchical,4.346689400397841,0.4384768400113669,0.4384768400113669,0.4384768400113669,136,bayes
150,0.24667719078213124,0.00503749881124279,740,hierarchical,4.346689400397841,0.42909917590224494,0.42909917590224494,0.42909917590224494,172,bayes
236,0.9549627915430807,0.0037620952069005106,966,hierarchical,4.346689400397841,0.42142654163114524,False,0.42142654163114524,200,bayes
183,0.44403540784639717,0.008070001319708184,656,hierarchical,4.346689400397841,0.4404660414890594,0.4404660414890594,0.4404660414890594,97,bayes
401,0.2699220204880054,0.006441674143311824,892,hierarchical,4.346689400397841,0.4370559818130151,0.4370559818130151,0.4370559818130151,112,bayes
230,0.5335315760855258,0.00842410940466575,747,hierarchical,4.346689400397841,0.4322250639386189,0.4322250639386189,0.4322250639386189,78,bayes
485,0.49264323137621513,0.0024542209457504766,406,hierarchical,4.346689400397841,0.39471440750213127,False,0.39471440750213127,200,bayes
267,0.914043531993287,0.002533590385611437,850,hierarchical,4.346689400397841,0.4077863029269679,False,0.40807047456663825,200,bayes
41,0.3462254572842991,0.005264939303423637,775,hierarchical,4.346689400397841,0.4165956237567491,False,0.4165956237567491,200,bayes
157,0.5328037989646817,0.0020886085619123205,225,hierarchical,4.346689400397841,0.4075021312872975,False,0.4072179596476272,200,bayes
126,0.7870810273894776,0.005073042031961684,804,hierarchical,4.346689400397841,0.41744813867576014,0.41744813867576014,0.41744813867576014,198,bayes
190,0.355070747611716,0.008615909661241115,743,hierarchical,4.346689400397841,0.4441602728047741,0.4441602728047741,0.4441602728047741,78,bayes
218,0.6558722309216628,0.005939079768425971,323,hierarchical,4.346689400397841,0.38903097470872405,False,0.38903097470872405,200,bayes
419,0.2593831530121582,0.005649475851811269,979,hierarchical,4.346689400397841,0.42625745950554134,0.42625745950554134,0.42625745950554134,135,bayes
411,0.19162742095743268,0.005051596693203501,966,hierarchical,4.346689400397841,0.4208581983518045,0.4208581983518045,0.4208581983518045,162,bayes
396,0.6007786727510651,0.008960521399609109,808,hierarchical,4.346689400397841,0.4560954816709292,0.4560954816709292,0.4560954816709292,57,bayes
123,0.1696692096944361,0.003223575122945216,367,hierarchical,4.346689400397841,0.3969877806194942,False,0.39727195225916456,200,bayes
422,0.8162294280570792,0.009641252427278521,466,hierarchical,4.346689400397841,0.44643364592213697,0.44643364592213697,0.44643364592213697,90,bayes
56,0.6285413990173714,0.006657691453663448,76,hierarchical,4.346689400397841,0.38562091503267976,False,0.38562091503267976,200,bayes
325,0.966424516277456,0.009572211459703238,71,hierarchical,4.346689400397841,0.38846263142938336,False,0.38846263142938336,200,bayes
125,0.7029361352975022,0.009656925199783901,697,hierarchical,4.346689400397841,0.4578005115089514,0.4578005115089514,0.4578005115089514,71,bayes
19,0.5289675136464942,0.003976180584523904,339,hierarchical,4.346689400397841,0.3961352657004831,False,0.3961352657004831,200,bayes
166,0.7538977819309178,0.006814283981058426,581,hierarchical,4.346689400397841,0.4430235862460926,0.4430235862460926,0.4430235862460926,154,bayes
100,0.024923303739869396,0.007339660353029575,911,hierarchical,4.346689400397841,0.44728616084114803,0.44728616084114803,0.44728616084114803,86,bayes
53,0.09057304013831846,0.007161839238102453,931,hierarchical,4.346689400397841,0.4373401534526854,0.4373401534526854,0.4373401534526854,104,bayes
493,0.5456823910317906,0.007010333589352944,590,hierarchical,4.346689400397841,0.42710997442455245,0.42710997442455245,0.42710997442455245,146,bayes
247,0.4495005173200872,0.006424403786665895,367,hierarchical,4.346689400397841,0.4003978402955385,False,0.4003978402955385,200,bayes
358,0.34321828905389296,0.002756243784472992,534,hierarchical,4.346689400397841,0.38846263142938336,False,0.38846263142938336,200,bayes
254,0.21802050167389075,0.004323449752386863,510,hierarchical,4.346689400397841,0.4029553850525718,False,0.4029553850525718,200,bayes
372,0.8594833612530497,0.004750641274229457,411,hierarchical,4.346689400397841,0.41119636260301223,False,0.41119636260301223,200,bayes
434,0.14135914319183052,0.002244895827212481,165,hierarchical,4.346689400397841,0.4063654447286161,False,0.405512929809605,200,bayes
104,0.768285612122156,0.00618475442426128,506,hierarchical,4.346689400397841,0.42597328786587096,False,0.42597328786587096,200,bayes
28,0.4451811661827886,0.003129633344261316,163,hierarchical,4.346689400397841,0.3867576015913612,False,0.38704177323103156,200,bayes
356,0.3722304642187555,0.006414390241656164,827,hierarchical,4.346689400397841,0.4322250639386189,0.4322250639386189,0.4322250639386189,121,bayes
310,0.5962469189769389,0.005676582624626248,637,hierarchical,4.346689400397841,0.4396135265700483,0.4396135265700483,0.4396135265700483,188,bayes
382,0.1738421024382426,0.0052238712234037666,530,hierarchical,4.346689400397841,0.40977550440466043,False,0.40977550440466043,200,bayes
488,0.8746594257291754,0.006560531763486062,957,hierarchical,4.346689400397841,0.453537936913896,0.453537936913896,0.453537936913896,94,bayes
360,0.8284472760576479,0.003860625404430521,295,hierarchical,4.346689400397841,0.3967036089798238,False,0.3969877806194942,200,bayes
273,0.551555761037614,0.00791686089702582,660,hierarchical,4.346689400397841,0.4404660414890594,0.4404660414890594,0.4404660414890594,107,bayes
322,0.19830348021949362,0.0081144688461127,376,hierarchical,4.346689400397841,0.43478260869565216,0.43478260869565216,0.43478260869565216,156,bayes
410,0.5004951114920383,0.002596052179974022,743,hierarchical,4.346689400397841,0.4060812730889457,False,0.4060812730889457,200,bayes
425,0.6964554126810173,0.00930149438763074,135,hierarchical,4.346689400397841,0.41233304916169367,False,0.41233304916169367,200,bayes
110,0.8183799797044384,0.00981305725486499,592,hierarchical,4.346689400397841,0.45439045183290705,0.45439045183290705,0.45439045183290705,63,bayes
162,0.49623633291407276,0.009119733774591767,765,hierarchical,4.346689400397841,0.46149474282466607,0.46149474282466607,0.46149474282466607,62,bayes
280,0.9324558645872165,0.008489321277273428,240,hierarchical,4.346689400397841,0.4083546462063086,0.4083546462063086,0.4083546462063086,187,bayes
292,0.0339184450501917,0.003339111938557509,595,hierarchical,4.346689400397841,0.4117647058823529,False,0.4117647058823529,200,bayes
236,0.37429108578618187,0.006770733914078227,525,hierarchical,4.346689400397841,0.42909917590224494,0.42909917590224494,0.42909917590224494,151,bayes
140,0.5278645436302144,0.00518922052757239,189,hierarchical,4.346689400397841,0.4075021312872975,False,0.4075021312872975,200,bayes
435,0.3930047465245663,0.003873471119185131,215,hierarchical,4.346689400397841,0.38192668371696503,False,0.38192668371696503,200,bayes
228,0.5140418841008556,0.0023677846636405864,637,hierarchical,4.346689400397841,0.40977550440466043,False,0.40977550440466043,200,bayes
478,0.9173503402143726,0.003325221343534537,393,hierarchical,4.346689400397841,0.3955669224211424,False,0.3955669224211424,200,bayes
72,0.33712535215540906,0.008028616952320131,197,hierarchical,4.346689400397841,0.4208581983518045,False,0.4208581983518045,200,bayes
252,0.7936697280924345,0.00419265900963384,668,hierarchical,4.346689400397841,0.40949133276499006,False,0.40949133276499006,200,bayes
193,0.6589895188642618,0.005380985189776174,54,hierarchical,4.346689400397841,0.39073600454674623,False,0.39073600454674623,200,bayes
67,0.49275212151087944,0.007936136067659211,677,hierarchical,4.346689400397841,0.44529695936345554,0.44529695936345554,0.44529695936345554,93,bayes
47,0.5013153198157086,0.0027161856666949634,172,hierarchical,4.346689400397841,0.408638817845979,False,0.408638817845979,200,bayes
404,0.07700635801179478,0.002043840094391765,241,hierarchical,4.346689400397841,0.4012503552145496,False,0.40068201193520886,200,bayes
137,0.8921653284548556,0.005946641426300207,83,hierarchical,4.346689400397841,0.388178459789713,False,0.38846263142938336,200,bayes
68,0.24799038546853236,0.005635653916546585,209,hierarchical,4.346689400397841,0.39926115373685706,False,0.39926115373685706,200,bayes
355,0.457927986602376,0.009510825412742722,273,hierarchical,4.346689400397841,0.42739414606422277,0.42739414606422277,0.42739414606422277,157,bayes
238,0.844568335528306,0.004292650640315846,796,hierarchical,4.346689400397841,0.4075021312872975,False,0.4075021312872975,200,bayes
148,0.2477959602469878,0.0026978382717505085,864,hierarchical,4.346689400397841,0.4089229894856493,False,0.4089229894856493,200,bayes
263,0.5841117219842225,0.002340421804947771,443,hierarchical,4.346689400397841,0.391304347826087,False,0.39187269110542766,200,bayes
457,0.6282798068483627,0.006763686681603128,702,hierarchical,4.346689400397841,0.4359192952543336,0.4359192952543336,0.4359192952543336,115,bayes
98,0.1439460266636854,0.00362492027659919,479,hierarchical,4.346689400397841,0.38903097470872405,False,0.3893151463483944,200,bayes
497,0.754175493886457,0.0031655554329913294,383,hierarchical,4.346689400397841,0.4092071611253197,False,0.40949133276499006,200,bayes
183,0.6487590249255768,0.005433468348365308,416,hierarchical,4.346689400397841,0.40352372833191247,False,0.40352372833191247,200,bayes
48,0.3095456768188273,0.0026570494666058805,485,hierarchical,4.346689400397841,0.3867576015913612,False,0.3867576015913612,200,bayes
55,0.06176993830569999,0.0060984745888046565,246,hierarchical,4.346689400397841,0.41119636260301223,False,0.41119636260301223,200,bayes
427,0.9372304499094519,0.006910907052849234,530,hierarchical,4.346689400397841,0.42739414606422277,0.42739414606422277,0.42739414606422277,152,bayes
480,0.853176769358828,0.0037236071935987532,90,hierarchical,4.346689400397841,0.41403807899971584,False,0.41375390736004547,200,bayes
76,0.351766604354008,0.004699890627311984,559,hierarchical,4.346689400397841,0.408638817845979,False,0.408638817845979,200,bayes
432,0.4496397396520049,0.0021339298274483617,230,hierarchical,4.346689400397841,0.3969877806194942,False,0.39641943734015345,200,bayes
308,0.30562534457797697,0.008595637953138606,44,hierarchical,4.346689400397841,0.3975561238988349,False,0.3975561238988349,200,bayes
55,0.7064362116946207,0.0012686414214246205,870,hierarchical,4.346689400397841,0.3864734299516908,False,0.3859050866723501,200,bayes
393,0.2587086627115359,0.005566678486020987,456,hierarchical,4.346689400397841,0.4134697357203751,False,0.4134697357203751,200,bayes
481,0.5584551732282812,0.003074509073127003,104,hierarchical,4.346689400397841,0.40949133276499006,False,0.40949133276499006,200,bayes
340,0.08418414157274812,0.004938273422852509,327,hierarchical,4.346689400397841,0.39471440750213127,False,0.39471440750213127,200,bayes
423,0.5294122740409974,0.006445270856463166,971,hierarchical,4.346689400397841,0.4418868996874112,0.4418868996874112,0.4418868996874112,99,bayes
264,0.21206725119847003,0.006189131929331403,62,hierarchical,4.346689400397841,0.39300937766410915,False,0.3927252060244388,200,bayes
225,0.8654013111830282,0.007049190132018659,922,hierarchical,4.346689400397841,0.4563796533105996,0.4563796533105996,0.4563796533105996,124,bayes
349,0.9583043782736297,0.007989081831363196,141,hierarchical,4.346689400397841,0.39926115373685706,False,0.39926115373685706,200,bayes
75,0.7409696183583271,0.009724751689249928,911,randomize,4.346121057118499,0.8695652173913043,0.8695652173913043,0.8695652173913043,51,bayes
435,0.22483535949684708,0.0060376980828095094,30,randomize,4.346121057118499,0.4759874964478545,False,0.47570332480818417,200,bayes
431,0.3556029663801934,0.003183753010525437,511,randomize,4.346689400397841,0.6069906223358909,False,0.6061381074168798,200,bayes
202,0.8344483231302107,0.004337129486943419,830,randomize,4.346121057118499,0.8789428815004262,False,0.8789428815004262,200,bayes
24,0.7987789304066126,0.00995506472792164,888,randomize,4.346689400397841,0.8832054560954816,0.8832054560954816,0.8832054560954816,46,bayes
341,0.28083625508339305,0.0036522352686741734,804,randomize,4.346121057118499,0.5655015629440182,False,0.5655015629440182,200,bayes
